ID,Weight,Length,Width,Height,UOM Code,Fit ratio
4440,159,170,135,15,EA,100
4441,73,320,135,20,EA,100
4452,279,280,205,30,EA,100
4453,266,280,205,30,EA,100
4471,271,101,101,96,EA,100
4472,271,101,101,96,EA,100
4473,271,101,101,96,EA,100
4475,23,210,150,1,EA,100
4476,10,210,150,1,EA,100
4477,23,210,150,1,EA,100
4480,10,210,150,1,EA,100
4481,10,210,150,1,EA,100
4485,10,210,150,1,EA,100
4495,5,150,105,1,EA,100
4496,5,150,105,1,EA,100
4503,2383,410,245,410,EA,100
4504,675,320,210,230,EA,100
4506,17,297,210,1,EA,100
4594,1,100,100,1,EA,100
4699,150,300,200,10,EA,100
4700,110,250,265,10,EA,100
4701,117,130,126,58,EA,100
4702,129,240,250,20,EA,100
4703,138,230,220,20,EA,100
4704,174,240,240,20,EA,100
4705,182,270,250,10,EA,100
4706,196,240,210,10,EA,100
4707,211,270,240,20,EA,100
4708,351,250,200,80,EA,100
4709,389,250,240,80,EA,100
4710,395,260,240,80,EA,100
4711,427,250,210,70,EA,100
4712,144,250,210,15,EA,100
4713,154,260,250,15,EA,100
4714,162,250,210,15,EA,100
4715,179,270,250,20,EA,100
4716,257,390,240,20,EA,100
4717,280,260,250,30,EA,100
4718,295,140,248,63,EA,100
4719,311,320,240,20,EA,100
4720,153,230,240,20,EA,100
4721,145,220,210,30,EA,100
4722,169,240,220,30,EA,100
4723,177,230,230,20,EA,100
4724,146,270,250,10,EA,100
4725,147,240,240,10,EA,100
4726,172,240,240,10,EA,100
4727,194,240,240,15,EA,100
4728,544,242,233,91,EA,100
4729,573,330,240,30,EA,100
4730,640,281,220,93,EA,100
4731,666,273,220,99,EA,100
4732,115,270,240,10,EA,100
4733,121,270,240,10,EA,100
4734,124,280,250,10,EA,100
4735,143,280,240,15,EA,100
4736,517,290,230,50,EA,100
4737,558,296,240,76,EA,100
4738,554,280,250,70,EA,100
4739,600,300,245,68,EA,100
4740,221,139,210,58,EA,100
4741,233,200,120,20,EA,100
4742,256,255,250,20,EA,100
4743,275,163,220,53,EA,100
4744,668,360,240,60,EA,100
4745,258,360,240,60,EA,100
4749,72,210,150,3,EA,100
4750,179,230,160,60,EA,100
4751,73,150,210,2,EA,100
4758,640,99,99,191,EA,100
4759,25,125,125,1,EA,100
4760,98,50,50,90,EA,100
4779,10,210,99,1,EA,100
4780,10,210,99,1,EA,100
4781,10,210,99,1,EA,100
4807,98,50,50,90,EA,100
4809,328,90,90,145,EA,100
4843,296,127,127,190,EA,100
4844,1660,105,105,105,EA,100
4845,141,140,110,30,EA,100
4846,134,180,50,35,EA,100
4847,45,47,47,82,EA,100
4848,74,75,75,195,EA,100
4849,631,100,100,192,EA,100
4850,209,140,120,45,EA,100
4863,198,72,72,90,EA,100
4444,677,100,100,190,EA,100
4505,12,60,30,30,EA,100
4592,218,280,205,30,EA,100
4752,174,60,60,115,EA,100
4761,612,100,100,120,EA,100
4762,614,100,100,120,EA,100
4763,612,100,100,120,EA,100
4764,619,100,100,120,EA,100
4765,615,100,100,120,EA,100
4766,328,90,90,145,EA,100
4767,328,90,90,145,EA,100
4768,328,90,90,145,EA,100
4769,331,90,90,145,EA,100
4770,328,90,90,145,EA,100
4771,1253,405,227,100,EA,100
4772,1253,405,227,100,EA,100
4773,1257,405,227,100,EA,100
4774,1241,405,227,100,EA,100
4775,1164,405,227,100,EA,100
4776,1160,405,227,100,EA,100
4777,1183,405,227,100,EA,100
4778,1168,405,227,100,EA,100
4782,10,210,99,1,EA,100
4783,10,210,99,1,EA,100
4784,10,210,99,1,EA,100
4785,10,210,99,1,EA,100
4786,128,225,170,5,EA,100
4808,98,50,50,90,EA,100
4810,1258,405,227,100,EA,100
4811,320,220,150,10,EA,100
4812,31,210,50,20,EA,100
4813,668,350,250,60,EA,100
4814,75,80,80,10,EA,100
4815,220,200,100,140,EA,100
4816,332,75,75,85,EA,100
4817,176,146,192,60,EA,100
4818,185,360,325,10,EA,100
4819,493,370,280,25,EA,100
4820,519,370,280,25,EA,100
4821,557,340,310,35,EA,100
4822,620,340,320,35,EA,100
4823,662,340,320,35,EA,100
4824,157,385,400,10,EA,100
4825,167,380,400,10,EA,100
4826,175,189,268,58,EA,100
4827,181,208,184,68,EA,100
4828,447,347,271,124,EA,100
4829,470,505,310,70,EA,100
4830,602,390,288,124,EA,100
4831,532,505,310,70,EA,100
4832,514,386,283,124,EA,100
4833,590,366,311,149,EA,100
4834,137,360,270,3,EA,100
4835,29,140,3,200,EA,100
4836,28,140,3,200,EA,100
4837,1060,380,300,150,EA,100
4838,155,230,300,250,EA,100
4839,70,245,180,6,EA,100
4840,138,200,140,65,EA,100
4841,686,500,290,20,EA,100
4842,655,270,220,200,EA,100
4852,97,30,30,155,EA,100
4853,97,30,30,155,EA,100
4854,97,30,30,155,EA,100
4855,97,30,30,155,EA,100
4856,97,30,30,155,EA,100
4857,97,30,30,155,EA,100
4858,98,30,30,155,EA,100
4859,97,30,30,155,EA,100
4860,97,30,30,155,EA,100
4861,97,30,30,155,EA,100
4862,97,30,30,155,EA,100
4869,10,148,100,1,EA,100
4873,312,255,190,5,EA,100
4874,312,255,190,5,EA,100
4875,312,255,190,5,EA,100
4876,312,255,190,5,EA,100
4877,45,210,150,2,EA,100
4878,45,210,150,2,EA,100
4879,153,52,52,97,EA,100
4880,153,52,52,97,EA,100
4883,313,100,100,120,EA,100
4884,317,100,100,120,EA,100
4885,317,100,100,120,EA,100
4886,317,100,100,120,EA,100
4887,313,100,100,120,EA,100
4888,640,100,100,192,EA,100
4433,961,200,80,320,EA,100
4434,957,200,80,320,EA,100
4435,970,200,80,320,EA,100
4436,956,200,80,320,EA,100
4437,970,200,80,320,EA,100
4438,962,200,80,320,EA,100
4439,12,220,40,5,EA,100
4746,260,85,85,280,EA,100
4747,153,55,55,96,EA,100
4748,153,55,55,96,EA,100
4753,130,50,50,90,EA,100
4754,2,165,105,2,EA,100
4755,78,210,150,3,EA,100
4756,78,210,150,3,EA,100
4757,73,210,150,3,EA,100
4787,10,210,99,1,EA,100
4788,617,100,100,120,EA,100
4789,1421,315,240,110,EA,100
4790,1280,315,240,110,EA,100
4791,1700,315,240,110,EA,100
4792,1433,315,240,110,EA,100
4793,1897,315,240,110,EA,100
4794,1395,315,240,110,EA,100
4795,1813,315,240,110,EA,100
4796,1296,315,240,110,EA,100
4797,1334,315,240,110,EA,100
4798,1194,315,240,110,EA,100
4799,1187,315,240,110,EA,100
4800,1319,315,240,110,EA,100
4801,1173,315,240,110,EA,100
4802,1309,315,240,110,EA,100
4803,1296,315,245,10,EA,100
4804,1325,315,245,10,EA,100
4805,670,315,245,10,EA,100
4806,983,315,245,10,EA,100
4851,98,30,30,155,EA,100
4864,1387,315,240,110,EA,100
4865,92,360,170,1,EA,100
4866,638,280,215,12,EA,100
4867,4,210,145,1,EA,100
4868,131,54,54,99,EA,100
4870,18,210,150,7,EA,100
4871,34,210,150,15,EA,100
4872,640,100,100,192,EA,100
4881,650,100,100,192,EA,100
4882,1437,315,240,110,EA,100
4889,640,100,100,192,EA,100
4890,640,100,100,192,EA,100
4891,640,100,100,192,EA,100
4892,640,100,100,192,EA,100
4893,640,100,100,192,EA,100
4894,910,113,113,208,EA,100
4895,910,113,113,208,EA,100
4896,910,113,113,208,EA,100
4897,910,113,113,208,EA,100
4898,910,113,113,208,EA,100
4899,910,113,113,208,EA,100
4900,910,113,113,208,EA,100
4901,304,280,205,30,EA,100
4902,77,212,146,3,EA,100
4903,3897,303,182,350,EA,100
4904,5,210,148,1,EA,100
4905,5,210,148,1,EA,100
4906,5,210,148,1,EA,100
4907,5,210,148,1,EA,100
4908,5,210,148,1,EA,100
4909,5,210,148,1,EA,100
4910,5,210,148,1,EA,100
4911,5,210,148,1,EA,100
4912,5,210,148,1,EA,100
4913,5,210,148,1,EA,100
4914,282,100,100,102,EA,100
4915,285,100,100,102,EA,100
4916,282,100,100,102,EA,100
4917,285,100,100,102,EA,100
4918,282,100,100,102,EA,100
4919,282,100,100,102,EA,100
4920,313,100,100,120,EA,100
4921,317,100,100,120,EA,100
4474,39,45,45,75,EA,100
4478,23,210,150,1,EA,100
4479,23,210,150,1,EA,100
4482,23,210,150,1,EA,100
4583,215,175,294,40,EA,100
4584,200,340,250,20,EA,100
4585,212,150,177,58,EA,100
4586,234,143,184,58,EA,100
4587,252,150,187,63,EA,100
4588,626,358,291,58,EA,100
4589,658,366,299,63,EA,100
4590,688,180,300,50,EA,100
4591,728,205,319,93,EA,100
4595,193,179,291,38,EA,100
4596,193,174,291,43,EA,100
4597,193,178,294,45,EA,100
4598,193,173,288,40,EA,100
4599,182,177,288,43,EA,100
4600,190,174,291,40,EA,100
4601,197,179,288,40,EA,100
4602,205,179,288,45,EA,100
4603,119,169,154,50,EA,100
4604,124,151,164,58,EA,100
4605,133,164,151,55,EA,100
4606,146,167,154,66,EA,100
4607,304,300,240,10,EA,100
4608,321,171,271,53,EA,100
4609,343,139,179,91,EA,100
4610,368,149,174,86,EA,100
4611,207,345,220,20,EA,100
4612,217,315,220,20,EA,100
4613,236,185,128,81,EA,100
4614,256,325,240,20,EA,100
4615,331,165,296,81,EA,100
4616,357,172,296,83,EA,100
4617,376,173,311,73,EA,100
4618,389,180,304,81,EA,100
4619,135,144,172,45,EA,100
4620,147,153,172,53,EA,100
4621,150,146,174,45,EA,100
4622,168,143,182,45,EA,100
4623,194,177,288,40,EA,100
4624,194,176,294,40,EA,100
4625,203,175,291,43,EA,100
4626,207,175,291,43,EA,100
4627,208,320,220,10,EA,100
4628,203,169,202,50,EA,100
4629,228,170,202,68,EA,100
4630,242,320,250,10,EA,100
4631,183,171,296,35,EA,100
4632,193,170,294,43,EA,100
4633,202,173,299,43,EA,100
4634,221,174,294,40,EA,100
4635,209,340,230,20,EA,100
4636,220,350,250,10,EA,100
4637,238,143,184,58,EA,100
4638,245,150,187,63,EA,100
4639,183,330,250,20,EA,100
4640,194,310,230,10,EA,100
4641,207,145,169,71,EA,100
4642,216,146,174,68,EA,100
4643,195,178,291,43,EA,100
4644,192,179,286,45,EA,100
4645,218,177,286,48,EA,100
4646,225,174,286,48,EA,100
4647,665,358,291,58,EA,100
4648,665,366,299,63,EA,100
4649,695,357,311,63,EA,100
4650,726,205,319,93,EA,100
4651,150,300,200,10,EA,100
4652,150,300,200,10,EA,100
4653,150,300,200,10,EA,100
4654,150,300,200,10,EA,100
4655,140,250,220,30,EA,100
4656,152,250,230,30,EA,100
4657,167,225,225,20,EA,100
4658,177,128,225,63,EA,100
4659,150,300,200,10,EA,100
4660,150,300,200,10,EA,100
4661,150,300,200,10,EA,100
4662,150,300,200,10,EA,100
4663,489,240,220,70,EA,100
4664,509,250,230,70,EA,100
4665,521,230,220,80,EA,100
4923,5,210,297,1,EA,100
5025,100,100,100,10,EA,100
5026,100,100,100,10,EA,100
5027,100,100,100,10,EA,100
5028,2518,345,260,145,EA,100
5030,767,113,113,208,EA,100
5031,767,113,113,208,EA,100
5032,767,113,113,208,EA,100
5033,767,113,113,208,EA,100
5034,767,113,113,208,EA,100
5035,767,113,113,208,EA,100
5036,1218,400,240,120,EA,100
5037,211,296,211,4,EA,100
5038,225,296,211,4,EA,100
5039,211,296,211,4,EA,100
5040,211,296,211,4,EA,100
5041,225,296,211,4,EA,100
5042,225,296,211,4,EA,100
5048,586,390,250,40,EA,100
5049,594,390,250,40,EA,100
5050,634,390,250,40,EA,100
5051,539,390,250,40,EA,100
5052,529,390,250,40,EA,100
5053,539,390,250,40,EA,100
5054,561,390,250,40,EA,100
5055,589,390,250,40,EA,100
5077,11600,520,310,780,EA,100
5078,629,241,352,100,EA,100
5079,179,200,230,20,EA,100
5116,640,100,100,190,EA,100
5117,640,100,100,190,EA,100
5118,642,100,100,190,EA,100
5119,640,100,100,190,EA,100
5120,640,100,100,190,EA,100
5152,645,100,100,190,EA,100
5153,645,100,100,190,EA,100
5154,645,100,100,190,EA,100
5155,645,100,100,190,EA,100
5156,645,100,100,190,EA,100
5157,645,100,100,190,EA,100
5158,640,100,100,190,EA,100
5159,640,100,100,190,EA,100
5160,646,100,100,190,EA,100
5161,640,100,100,190,EA,100
5162,640,100,100,190,EA,100
5163,650,100,100,190,EA,100
5164,643,100,100,190,EA,100
5165,643,100,100,190,EA,100
5166,643,100,100,190,EA,100
5167,643,100,100,190,EA,100
5168,643,100,100,190,EA,100
5169,643,100,100,190,EA,100
5170,643,100,100,190,EA,100
5173,143,235,50,50,EA,100
5174,133,220,40,40,EA,100
5175,143,220,50,50,EA,100
5176,143,230,50,50,EA,100
5177,105,235,40,40,EA,100
5178,143,230,50,50,EA,100
5179,118,230,50,50,EA,100
5180,130,230,40,40,EA,100
5181,143,250,150,25,EA,100
5182,115,250,40,40,EA,100
5183,140,290,150,25,EA,100
5184,165,250,50,50,EA,100
5185,190,270,50,50,EA,100
5186,215,250,50,50,EA,100
5187,239,250,55,55,EA,100
5188,48,220,360,25,EA,100
5189,41,373,27,27,EA,100
5190,43,150,150,43,EA,100
5193,639,75,191,286,EA,100
5194,639,75,191,268,EA,100
5195,639,75,191,286,EA,100
5196,639,75,191,286,EA,100
5197,456,93,95,250,EA,100
5269,640,100,100,190,EA,100
5270,642,100,100,190,EA,100
5297,340,50,200,230,EA,100
5298,340,50,200,230,EA,100
5299,211,135,115,50,EA,100
5300,211,135,115,50,EA,100
4924,263,280,205,30,EA,100
4925,5,150,110,1,EA,100
4927,5,150,110,1,EA,100
4929,5,150,110,1,EA,100
4972,17,195,2,20,EA,100
4973,17,300,270,1,EA,100
4974,8,300,235,1,EA,100
4975,5,150,110,1,EA,100
5021,35,151,88,7,EA,100
5023,7,25,25,5,EA,100
5024,7,25,25,5,EA,100
5043,211,296,211,4,EA,100
5044,225,296,211,4,EA,100
5115,2,150,110,1,EA,100
5122,2,150,110,1,EA,100
5123,2,150,110,1,EA,100
5124,2,150,110,1,EA,100
5125,2,150,110,1,EA,100
5126,2,150,110,1,EA,100
5127,2,150,110,1,EA,100
5128,2,150,110,1,EA,100
5231,1,148,103,2,EA,100
5242,15,150,110,1,EA,100
5245,15,150,110,1,EA,100
5247,15,150,110,1,EA,100
5316,588,100,100,190,EA,100
5317,313,100,100,120,EA,100
5393,37,100,180,10,EA,100
5396,356,50,200,230,EA,100
5398,356,50,200,230,EA,100
5411,21,93,61,20,EA,100
4926,5,150,110,1,EA,100
4928,5,150,110,1,EA,100
4930,5,150,110,1,EA,100
4931,5,150,110,1,EA,100
4932,5,150,110,1,EA,100
4955,19,210,150,1,EA,100
4957,272,280,205,30,EA,100
4958,249,280,205,30,EA,100
4959,13,220,40,5,EA,100
4960,22,90,60,20,EA,100
4962,52,130,70,25,EA,100
4992,14,30,25,5,EA,100
4993,14,25,25,6,EA,100
5080,2195,335,175,270,EA,100
5171,3144,469,337,162,EA,100
5191,328,80,80,270,EA,100
5192,487,219,217,17,EA,100
5205,642,100,100,190,EA,100
5206,642,100,100,190,EA,100
5207,642,100,100,190,EA,100
5208,642,100,100,190,EA,100
5209,642,100,100,190,EA,100
5210,642,100,100,190,EA,100
5211,642,100,100,190,EA,100
5212,642,100,100,190,EA,100
5213,100,80,80,190,EA,100
5216,300,200,300,100,EA,100
5217,300,200,300,100,EA,100
5218,300,200,300,100,EA,100
5219,300,200,300,100,EA,100
5220,300,200,300,100,EA,100
5221,300,200,300,100,EA,100
5222,300,200,300,100,EA,100
5223,300,200,300,100,EA,100
5224,300,200,300,100,EA,100
5225,300,200,300,100,EA,100
5226,300,200,300,100,EA,100
5227,300,200,300,100,EA,100
5241,646,220,220,20,EA,100
5288,15,150,110,1,EA,100
5289,15,150,110,1,EA,100
5290,398,170,240,30,EA,100
5291,319,220,78,78,EA,100
5397,356,50,200,230,EA,100
4994,8,190,93,5,EA,100
4996,8,210,99,1,EA,100
4997,8,210,99,1,EA,100
4998,8,210,99,1,EA,100
4999,8,210,99,1,EA,100
5000,772,280,210,15,EA,100
5002,6,210,148,1,EA,100
5015,4535,420,260,310,EA,100
5016,132,50,50,90,EA,100
5018,200,150,80,50,EA,100
5029,85,5,210,330,EA,100
5063,1137,138,138,210,EA,100
5065,274,200,60,60,EA,100
5066,180,250,40,40,EA,100
5067,190,210,50,50,EA,100
5068,210,200,60,60,EA,100
5069,268,200,60,60,EA,100
5070,208,200,55,55,EA,100
5071,180,210,60,60,EA,100
5072,250,200,60,60,EA,100
5073,298,200,70,70,EA,100
5146,536,60,60,200,EA,100
5147,534,60,60,200,EA,100
5149,49,400,320,2,EA,100
5150,37,400,260,2,EA,100
5198,643,100,100,190,EA,100
5200,642,100,100,190,EA,100
5202,640,100,100,190,EA,100
5243,15,150,110,1,EA,100
5244,15,150,110,1,EA,100
5246,15,150,110,1,EA,100
5268,677,100,100,190,EA,100
5282,644,100,100,190,EA,100
5283,211,135,115,50,EA,100
5292,1193,490,360,110,EA,100
5307,11,100,100,25,EA,100
5308,239,75,75,260,EA,100
5318,6,80,21,10,EA,100
5319,51,170,10,10,EA,100
5320,75,210,85,10,EA,100
5321,600,300,220,40,EA,100
5322,200,315,245,20,EA,100
5323,328,80,80,270,EA,100
5324,433,143,52,145,EA,100
5325,440,143,52,145,EA,100
5326,440,143,52,145,EA,100
5327,440,143,52,145,EA,100
5328,839,219,217,23,EA,100
5329,839,219,217,23,EA,100
5330,839,219,217,23,EA,100
5331,831,219,217,23,EA,100
5332,839,219,217,23,EA,100
5333,839,219,217,23,EA,100
5334,894,219,217,23,EA,100
5335,839,219,217,23,EA,100
5336,839,219,217,23,EA,100
5337,642,120,120,170,EA,100
5338,642,120,120,170,EA,100
5339,642,120,120,170,EA,100
5340,642,120,120,170,EA,100
5341,642,120,120,170,EA,100
5342,642,120,120,170,EA,100
5343,22,80,30,3,EA,100
5344,158,100,200,80,EA,100
5345,480,200,75,50,EA,100
5346,165,209,167,91,EA,100
5347,40,100,20,10,EA,100
5348,104,100,20,10,EA,100
5349,90,150,100,30,EA,100
5350,690,430,280,80,EA,100
5351,2100,530,450,30,EA,100
5352,383,200,120,100,EA,100
5353,238,290,150,30,EA,100
5354,248,100,60,20,EA,100
5355,1820,450,370,310,EA,100
5359,198,72,72,90,EA,100
5387,5,225,100,3,EA,100
5394,194,75,75,90,EA,100
5427,103,50,50,90,EA,100
5428,103,50,50,90,EA,100
4922,1,30,30,1,EA,100
4933,10,297,210,1,EA,100
4934,69,145,83,27,EA,100
4935,69,145,83,27,EA,100
4936,69,145,83,27,EA,100
4937,69,145,83,27,EA,100
4938,69,145,83,27,EA,100
4939,69,145,83,27,EA,100
4940,5,210,146,2,EA,100
4941,5,210,146,2,EA,100
4942,5,210,146,2,EA,100
4943,5,210,146,2,EA,100
4944,5,210,146,2,EA,100
4945,5,210,146,2,EA,100
4946,5,210,146,2,EA,100
4947,5,210,146,2,EA,100
4948,409,280,220,20,EA,100
4949,1,105,50,1,EA,100
4956,102,150,205,1,EA,100
4961,11,140,137,2,EA,100
4995,104,60,60,237,EA,100
5003,1,210,148,1,EA,100
5006,1,73,73,1,EA,100
5007,19,209,147,1,EA,100
5008,19,209,147,1,EA,100
5009,19,209,147,1,EA,100
5010,56,125,60,30,EA,100
5011,8,190,93,5,EA,100
5019,300,80,80,190,EA,100
5057,5,210,150,1,EA,100
5058,5,210,150,1,EA,100
5059,5,210,150,1,EA,100
5060,5,210,150,1,EA,100
5061,5,210,150,1,EA,100
5172,645,100,100,190,EA,100
5199,649,100,100,190,EA,100
5201,640,100,100,190,EA,100
5203,642,100,100,190,EA,100
5204,640,100,100,190,EA,100
5248,111,77,77,261,EA,100
5301,211,135,115,50,EA,100
5302,215,135,115,50,EA,100
5303,211,135,115,50,EA,100
5304,211,135,115,50,EA,100
5305,211,135,115,50,EA,100
5306,211,135,115,50,EA,100
5309,588,100,100,190,EA,100
5310,588,100,100,190,EA,100
5311,588,100,100,190,EA,100
5312,588,100,100,190,EA,100
5313,588,100,100,190,EA,100
5314,588,100,100,190,EA,100
5315,588,100,100,190,EA,100
5384,75,130,55,37,EA,100
5385,2900,250,250,220,EA,100
5386,494,60,70,240,EA,100
5399,2,150,105,1,EA,100
4952,198,72,72,90,EA,100
5012,103,50,50,90,EA,100
5013,103,50,50,90,EA,100
5014,69,145,83,27,EA,100
5017,262,280,205,30,EA,100
5020,125,250,130,110,EA,100
5022,810,30,170,230,EA,100
5046,5,211,148,1,EA,100
5047,1285,315,240,110,EA,100
5056,168,95,95,240,EA,100
5113,263,280,205,30,EA,100
5148,536,60,60,200,EA,100
5151,650,100,100,190,EA,100
5389,580,100,100,240,EA,100
5390,640,99,99,190,EA,100
5391,356,50,200,230,EA,100
5392,356,50,200,230,EA,100
5395,356,50,200,230,EA,100
5400,53,65,35,125,EA,100
5401,53,65,35,125,EA,100
5402,53,65,35,125,EA,100
5403,53,65,35,125,EA,100
5404,53,65,35,125,EA,100
5405,53,65,35,125,EA,100
5406,53,65,35,125,EA,100
5407,12,220,45,40,EA,100
5409,157,200,180,35,EA,100
5410,1558,310,420,100,EA,100
5412,13,25,22,5,EA,100
5413,13,25,22,5,EA,100
5414,13,25,22,5,EA,100
5415,13,25,22,5,EA,100
5416,13,25,22,5,EA,100
5417,13,25,22,5,EA,100
5418,13,25,22,5,EA,100
5419,13,25,22,5,EA,100
5420,13,25,22,5,EA,100
5421,13,25,22,5,EA,100
5422,13,25,22,5,EA,100
5423,3100,625,235,155,EA,100
5424,262,325,230,30,EA,100
5425,314,230,154,40,EA,100
5426,317,230,154,40,EA,100
5045,1,50,50,1,EA,100
5064,10,210,147,1,EA,100
5129,646,100,100,190,EA,100
5075,313,100,100,120,EA,100
5076,190,100,100,265,EA,100
5081,150,260,50,50,EA,100
5082,160,180,271,22,EA,100
5083,170,180,271,22,EA,100
5084,180,220,45,45,EA,100
5085,96,180,271,22,EA,100
5086,160,180,271,22,EA,100
5087,170,290,80,80,EA,100
5088,180,230,40,40,EA,100
5089,520,270,60,60,EA,100
5090,480,260,60,60,EA,100
5091,540,180,271,22,EA,100
5092,550,250,80,80,EA,100
5093,360,260,60,60,EA,100
5094,387,260,60,60,EA,100
5095,412,290,60,60,EA,100
5096,540,260,80,80,EA,100
5097,150,180,271,22,EA,100
5098,160,260,40,40,EA,100
5099,170,260,40,40,EA,100
5100,214,260,50,50,EA,100
5101,180,180,271,22,EA,100
5102,141,255,40,40,EA,100
5103,190,260,40,40,EA,100
5104,195,250,40,40,EA,100
5105,160,180,271,22,EA,100
5106,180,260,40,40,EA,100
5107,200,270,60,60,EA,100
5108,220,220,50,50,EA,100
5109,130,180,271,22,EA,100
5110,140,260,40,40,EA,100
5111,150,260,50,50,EA,100
5112,165,260,40,40,EA,100
5114,767,113,113,208,EA,100
5121,640,100,100,192,EA,100
5130,637,100,100,190,EA,100
5131,645,100,100,190,EA,100
5132,640,100,100,190,EA,100
5133,640,100,100,190,EA,100
5134,640,100,100,192,EA,100
5135,479,363,283,60,EA,100
5136,250,161,88,218,EA,100
5137,128,125,125,60,EA,100
5138,237,160,160,65,EA,100
5139,193,133,133,269,EA,100
5140,642,100,100,190,EA,100
5141,642,100,100,190,EA,100
5142,642,100,100,190,EA,100
5143,642,100,100,190,EA,100
5144,642,100,100,190,EA,100
5145,1460,217,248,307,EA,100
5214,137,220,170,3,EA,100
5215,10,150,110,1,EA,100
5356,588,100,100,190,EA,100
5360,96,260,60,60,EA,100
5361,101,260,60,60,EA,100
5362,100,260,60,60,EA,100
5363,106,260,60,60,EA,100
5364,110,260,60,60,EA,100
5365,106,260,60,60,EA,100
5366,120,260,60,60,EA,100
5367,115,240,60,60,EA,100
5368,122,240,60,60,EA,100
5369,130,240,60,60,EA,100
5370,133,240,60,60,EA,100
5371,142,240,60,60,EA,100
5372,116,240,60,60,EA,100
5373,114,240,60,60,EA,100
5374,120,240,60,60,EA,100
5375,128,240,60,60,EA,100
5376,133,240,60,60,EA,100
5377,119,260,60,60,EA,100
5378,144,260,60,60,EA,100
5379,145,260,60,60,EA,100
5380,148,260,60,60,EA,100
5381,157,260,60,60,EA,100
5382,169,260,60,60,EA,100
5383,156,260,60,60,EA,100
5388,3,170,95,3,EA,100
5408,19,150,110,1,EA,100
4963,83,55,55,83,EA,100
4951,106,280,200,21,EA,100
4953,635,100,100,192,EA,100
4954,15,150,170,5,EA,100
4964,282,360,260,5,EA,100
4965,286,370,250,5,EA,100
4966,309,350,260,5,EA,100
4967,337,350,260,5,EA,100
4968,240,350,260,3,EA,100
4969,252,360,270,3,EA,100
4970,267,350,270,5,EA,100
4971,278,360,270,5,EA,100
4976,101,51,51,88,EA,100
4977,101,51,51,88,EA,100
4978,101,51,51,88,EA,100
4979,103,50,50,90,EA,100
4980,103,50,50,90,EA,100
4981,103,50,50,90,EA,100
4982,103,50,50,90,EA,100
4983,103,50,50,90,EA,100
4984,103,50,50,90,EA,100
4985,103,50,50,90,EA,100
4986,103,50,50,90,EA,100
4987,103,50,50,90,EA,100
4988,103,50,50,90,EA,100
4989,103,50,50,90,EA,100
4990,103,50,50,90,EA,100
4991,103,50,50,90,EA,100
5062,767,113,113,208,EA,100
5004,13,295,210,1,EA,100
5005,1,211,146,1,EA,100
5228,3,208,146,3,EA,100
5229,3,208,146,3,EA,100
5230,3,208,146,3,EA,100
5232,640,100,100,190,EA,100
5233,640,100,100,190,EA,100
5234,640,100,100,190,EA,100
5235,640,100,100,190,EA,100
5236,640,100,100,190,EA,100
5237,640,100,100,190,EA,100
5238,640,100,100,190,EA,100
5239,640,100,100,190,EA,100
5240,7,170,50,36,EA,100
5249,901,113,113,208,EA,100
5250,901,113,113,208,EA,100
5251,899,113,113,208,EA,100
5252,900,113,113,208,EA,100
5253,903,113,113,208,EA,100
5254,901,113,113,208,EA,100
5255,903,113,113,208,EA,100
5256,909,113,113,208,EA,100
5257,641,191,75,286,EA,100
5258,640,191,75,286,EA,100
5259,643,75,191,286,EA,100
5260,643,191,75,286,EA,100
5261,644,100,100,190,EA,100
5262,644,100,100,190,EA,100
5263,644,100,100,190,EA,100
5264,636,100,100,190,EA,100
5265,640,100,100,190,EA,100
5266,634,100,100,190,EA,100
5267,644,100,100,190,EA,100
5271,170,100,100,230,EA,100
5272,85,200,95,30,EA,100
5273,209,250,180,30,EA,100
5274,209,253,179,30,EA,100
5275,640,100,100,190,EA,100
5276,640,100,100,190,EA,100
5277,640,100,100,190,EA,100
5278,640,100,100,190,EA,100
5279,640,100,100,190,EA,100
5280,640,100,100,190,EA,100
5281,640,100,100,190,EA,100
5284,1337,315,240,110,EA,100
5285,1690,315,240,110,EA,100
5286,1185,315,240,110,EA,100
5287,1162,405,227,100,EA,100
5293,340,50,200,230,EA,100
5294,340,50,200,230,EA,100
5295,343,50,200,230,EA,100
5296,340,50,200,230,EA,100
5429,32,210,150,15,EA,100
5430,1139,138,138,210,EA,100
5431,32,210,150,15,EA,100
5432,475,320,240,60,EA,100
5433,532,81,81,240,EA,100
5434,246,100,100,100,EA,100
5435,246,100,100,100,EA,100
5436,246,100,100,100,EA,100
5437,246,100,100,100,EA,100
5438,637,100,100,190,EA,100
5439,648,100,100,190,EA,100
5440,647,100,100,190,EA,100
5441,637,100,100,190,EA,100
5442,637,100,100,190,EA,100
5443,2,50,20,2,EA,100
5444,11,25,25,2,EA,100
5445,123,240,120,5,EA,100
5446,73,70,70,200,EA,100
5447,1940,270,210,285,EA,100
5448,193,60,255,60,EA,100
5449,246,100,100,100,EA,100
5450,246,100,100,100,EA,100
5451,335,230,154,40,EA,100
5452,250,87,87,190,EA,100
5453,1256,405,227,100,EA,100
5454,364,255,255,120,EA,100
5455,210,270,130,75,EA,100
5456,870,265,190,65,EA,100
5457,1560,420,305,45,EA,100
5458,9,210,150,1,EA,100
5459,230,112,106,304,EA,100
